"play_id","Game","qtr","time","posteam","desc","DrivePlays","DriveYards","home_team","away_team","down","ydstogo","yardline_50","side_of_field","PlayType","total_home_score","total_away_score","EndHomeScore","EndAwayScore","ShortPlayDescription","td_team","drive_id","defteam","posteam_type","week","posteam_score","defteam_score","posteam_score_post","defteam_score_post","score_differential","score_differential_post","pos_score_change","game_id","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","yardline_100","goal_to_go","play_type","shotgun","no_huddle","qb_spike","qb_kneel","sack","qb_scramble","pass_attempt","interception","complete_pass","throwaway","pass_length","pass_location","run_direction","run_location","run_gap","touchdown","field_goal_made","fumble","yards_gained","first_down","turnover","turnover_type","fumble_lost","fourth_down_decision","extra_point_type","extra_point_conversion","penalty","solo_tackle","assist_tackle","tackle_for_loss","passer_player_name","receiver_player_name","rusher_player_name","interception_player_name","solo_tackle_player_name","assist_tackle_1_player_name","assist_tackle_2_player_name","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa","air_yards","yards_after_catch","air_epa","yac_epa","comp_air_epa","comp_yac_epa","home_team_comp_air_epa","away_team_comp_air_epa","home_team_comp_yac_epa","away_team_comp_yac_epa","total_home_comp_air_epa","total_away_comp_air_epa","total_home_comp_yac_epa","total_away_comp_yac_epa","home_team_raw_air_epa","away_team_raw_air_epa","home_team_raw_yac_epa","away_team_raw_yac_epa","total_home_raw_air_epa","total_away_raw_air_epa","total_home_raw_yac_epa","total_away_raw_yac_epa"
17529,1,1,"7:20","SEA","H.Niswander kickoff from DC 30, 58 yds to SEA 12. K.Reynolds to SEA 33 for 21 yards (K.Abdullah; T.Kinnel).",6,67,"DC","SEA",1,NA,30,"DC","Kick off",3,0,3,0,"Kickoff",0,11897,"DC","away",1,0,3,0,3,-3,-3,0,2020020800,440,1340,3140,30,NA,"kickoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,"K.Abdullah","T.Kinnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29.1314887981994,-29.1314887981994,-12.9824436711994,12.9824436711994,0,0,0,0,34.9433079021885,-34.9433079021885,-12.7309050481885,12.7309050481885
17526,1,1,"7:16","SEA","K.Farrow rush up the middle to SEA 35 for 2 yards (J.Bromley).",6,67,"DC","SEA",1,10,33,"SEA","Rush",3,0,3,0,"2 yard rush",0,11897,"DC","away",1,0,3,0,3,-3,-3,0,2020020800,436,1336,3136,67,0,"run",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"middle","up the middle","middle","middle",0,NA,0,2,0,NA,NA,0,NA,NA,0,0,1,0,0,NA,NA,"K.Farrow",NA,"J.Bromley",NA,NA,0.007456586,0.132420771,0.002214883,0.203118654,0.263603725,0.003584095,0.387601285,1.595424387,-0.391468987,NA,NA,NA,NA,NA,NA,0,0,0,0,29.3882891419633,-29.3882891419633,-13.8781199619633,13.8781199619633,0,0,0,0,35.2001082459524,-35.2001082459524,-13.6265813389524,13.6265813389524
17531,1,1,"6:46","SEA","(Shotgun) B.Silvers pass short right to C.Jeter to SEA 41 for 6 yards (R.Moore).",6,67,"DC","SEA",2,8,35,"SEA","Pass",3,0,3,0,"6 yard pass",0,11897,"DC","away",1,0,3,0,3,-3,-3,0,2020020800,406,1306,3106,65,0,"pass",1,0,NA,NA,0,0,1,0,1,0,"short","right",NA,NA,NA,0,NA,0,6,0,0,NA,0,NA,NA,0,0,1,0,0,"B.Silvers","C.Jeter",NA,NA,"R.Moore",NA,NA,0.008470285,0.145852128,0.002605784,0.223696328,0.259308901,0.003913323,0.356153251,1.2039554,0.42149986,5,1,0.451017199412651,-0.0295173394126511,0.451017199412651,-0.0295173394126511,-0.451017199412651,0.451017199412651,0.0295173394126511,-0.0295173394126511,28.6804715987867,-28.6804715987867,-12.9529263317867,12.9529263317867,-0.451017199412651,0.451017199412651,0.0295173394126511,-0.0295173394126511,37.1343869387758,-37.1343869387758,-16.0179781547758,16.0179781547758
39725,1,1,"6:15","SEA","K.Farrow rush right guard to SEA 46 for 5 yards (J.Thurman).",6,67,"DC","SEA",3,2,41,"SEA","Rush",3,0,3,0,"5 yard rush",0,11897,"DC","away",1,0,3,0,3,-3,-3,0,2020020800,375,1275,3075,59,0,"run",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"right","right guard","right","guard",0,NA,0,5,1,NA,NA,0,NA,NA,0,0,1,0,0,NA,NA,"K.Farrow",NA,"J.Thurman",NA,NA,0.008625912,0.13501361,0.001957215,0.20287818,0.247435109,0.003504771,0.400585203,1.62545526,0.9792706,NA,NA,NA,NA,NA,NA,0,0,0,0,-51.8971435224239,51.8971435224239,101.254202397424,-101.254202397424,0,0,0,0,-65.9589209059707,65.9589209059707,166.042802046971,-166.042802046971
39726,1,1,"5:43","SEA","(Shotgun) K.Farrow rush right end to DC 42 for 12 yards (J.Thurman; T.Kinnel).",6,67,"DC","SEA",1,10,46,"SEA","Rush",3,0,3,0,"12 yard rush",0,11897,"DC","away",1,0,3,0,3,-3,-3,0,2020020800,343,1243,3043,54,0,"run",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"right","right end","right","end",0,NA,0,12,1,NA,NA,0,NA,NA,0,0,0,1,0,NA,NA,"K.Farrow",NA,NA,"J.Thurman","T.Kinnel",0.00787063,0.093859282,0.000714786,0.143189998,0.305541292,0.003447041,0.44537697,2.60472586,0.726114148,NA,NA,NA,NA,NA,NA,0,0,0,0,-51.8971435224239,51.8971435224239,101.254202397424,-101.254202397424,0,0,0,0,-65.9589209059707,65.9589209059707,166.042802046971,-166.042802046971
39737,1,1,"5:04","SEA","(Shotgun) B.Silvers pass deep left to D.Byrd out of bounds at DC 14 for 28 yards (D.Lawrence).",6,67,"DC","SEA",1,10,42,"DC","Pass",3,0,3,0,"28 yard pass",0,11897,"DC","away",1,0,3,0,3,-3,-3,0,2020020800,304,1204,3004,42,0,"pass",1,0,NA,NA,0,0,1,0,1,0,"deep","left",NA,NA,NA,0,NA,0,28,1,0,NA,0,NA,NA,0,0,1,0,0,"B.Silvers","D.Byrd",NA,NA,"D.Lawrence",NA,NA,0.006602987,0.065946595,0.000243096,0.10028163,0.337020491,0.003210823,0.486694378,3.330840008,1.020198325,26,2,-0.888734303234124,1.90893262823412,-0.888734303234124,1.90893262823412,0.888734303234124,-0.888734303234124,-1.90893262823412,1.90893262823412,-50.7669691961706,50.7669691961706,87.8659446511706,-87.8659446511706,0.888734303234124,-0.888734303234124,-1.90893262823412,1.90893262823412,-64.8781422839277,64.8781422839277,151.491891665928,-151.491891665928
39733,1,1,"4:30","SEA","(Shotgun) B.Silvers pass short middle to A.Proehl for 14 yards, TOUCHDOWN.",6,67,"DC","SEA",1,10,14,"DC","Pass",3,0,3,6,"14 yard pass",603,11897,"DC","away",1,0,3,6,3,-3,3,6.5,2020020800,270,1170,2970,14,0,"pass",1,0,NA,NA,0,0,1,0,1,0,"short","middle",NA,NA,NA,1,NA,0,14,1,0,NA,0,NA,NA,0,0,NA,NA,NA,"B.Silvers","A.Proehl",NA,NA,NA,NA,NA,0.003171063,0.026393193,1.79e-05,0.039918722,0.384957299,0.002481827,0.543059982,4.351038333,2.148961667,14,0,2.148961667,0,2.148961667,0,-2.148961667,2.148961667,0,0,-52.3942479762867,52.3942479762867,91.3220791222867,-91.3220791222867,-2.148961667,2.148961667,0,0,-66.5054210640438,66.5054210640438,154.948026137044,-154.948026137044
17479,1,1,"4:25","DC","E.Lacayo kickoff from SEA 30, 60 yds to DC 10. D.Pumphrey to DC 31 for 21 yards (K.Farrow; K.Queiro).",12,51,"DC","SEA",1,NA,30,"SEA","Kick off",3,6,3,6,"Kickoff",0,11900,"SEA","home",1,3,6,3,6,-3,-3,0,2020020800,265,1165,2965,30,NA,"kickoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,"K.Farrow","K.Queiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,27.0379911526797,-27.0379911526797,-11.2478357956797,11.2478357956797,0,0,0,0,30.4656841171593,-30.4656841171593,-7.0655178551593,7.0655178551593
39738,1,1,"4:25","SEA","1pt attempt. (Shotgun) B.Silvers pass short right intended for K.Reynolds INTERCEPTED by R.Moore at DC -8 (T.Kinnel). R.Moore to DC -8 for no gain.",6,67,"DC","SEA",1,NA,2,"DC","Pass",3,6,3,6,"",0,11897,"DC","away",1,6,3,6,3,3,3,0,2020020800,265,1165,2965,2,NA,"extra_point",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"short","right",NA,NA,NA,0,NA,0,NA,0,0,NA,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,"T.Kinnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-50.7669691961706,50.7669691961706,87.8659446511706,-87.8659446511706,0,0,0,0,-64.8781422839277,64.8781422839277,151.491891665928,-151.491891665928
17513,1,1,"4:19","DC","(Shotgun) J.Pressley rush up the middle to DC 32 for 1 yards (W.Sutton; A.Moten).",12,51,"DC","SEA",1,10,31,"DC","Rush",3,6,3,6,"1 yard rush",0,11900,"SEA","home",1,3,6,3,6,-3,-3,0,2020020800,259,1159,2959,69,0,"run",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"middle","up the middle","middle","middle",0,NA,0,1,0,NA,NA,0,NA,NA,0,0,0,1,0,NA,NA,"J.Pressley",NA,NA,"W.Sutton","A.Moten",0.015741321,0.13665629,0.002572641,0.208276383,0.255301994,0.0035256,0.37792577,1.460564044,-0.539522532,NA,NA,NA,NA,NA,NA,0,0,0,0,30.9915221380357,-30.9915221380357,-15.0077816690357,15.0077816690357,0,0,0,0,36.8033412420249,-36.8033412420249,-14.7562430460249,14.7562430460249
